App,Category,Rating,Reviews,Size_MB,Installs,Type,Price_$,Content_Rating,Genres,Last_Updated,Android_Version
HeroTile,GAME,4.7,2982420,149.2,"100,000+",Free,0.0,Teen,Puzzle,2024-10-17,4.1 and up
SmartMaze X,EDUCATION,3.4,1404365,19.1,"1,000+",Free,0.0,Mature 17+,Puzzle,2024-06-28,8.0 and up
VivaLoop One,LIFESTYLE,3.2,2675490,47.6,"10,000,000+",Free,0.0,Teen,Puzzle,2024-08-09,4.1 and up
SalesForce,BUSINESS,4.1,3424093,29.8,"100,000+",Free,0.0,Mature 17+,Action,2024-09-30,8.0 and up
NovaDrive Lite,GAME,3.3,2464732,107.1,"10,000+",Free,0.0,Everyone,Business,2024-08-31,5.0 and up
PulseHub,HEALTH,4.1,2901102,26.5,"100,000+",Free,0.0,Everyone,Tools,2024-06-02,8.0 and up
FunLife Lite,ENTERTAINMENT,4.0,2250239,62.7,"1,000,000+",Free,0.0,Everyone,Health,2024-10-30,4.1 and up
HealTile Go,HEALTH,3.9,1522544,45.7,"100,000+",Free,0.0,Everyone,Puzzle,2024-09-29,5.0 and up
QuickRush Pro,TOOLS,3.5,1722917,16.4,"1,000+",Paid,1.99,Mature 17+,Action,2024-05-14,6.0 and up
NovaRaid,GAME,3.9,2515977,243.6,"100,000+",Paid,4.99,Teen,Action,2024-11-08,8.0 and up
CalmWorks,HEALTH,4.0,4675122,48.3,"1,000,000+",Free,0.0,Everyone,Business,2024-01-08,4.1 and up
WellRhythm Dark,HEALTH,3.9,2870584,59.3,"10,000+",Free,0.0,Mature 17+,Music,2024-05-07,4.1 and up
NoteJam Plus,PRODUCTIVITY,3.6,2888949,32.8,"10,000,000+",Free,0.0,Teen,Music,2024-02-25,4.1 and up
StudyBox Prime,EDUCATION,2.5,3986290,30.1,"100,000+",Paid,0.99,Everyone,Tools,2024-05-05,6.0 and up
TaskHub Play,PRODUCTIVITY,4.0,2044950,56.5,"1,000,000+",Free,0.0,Teen,Tools,2024-06-07,5.0 and up
RuneLogic Max,GAME,2.9,2099419,164.8,"1,000,000+",Paid,1.99,Everyone,Puzzle,2024-02-28,5.0 and up
ArcKit Rush CH,GAME,4.1,3172392,267.4,"10,000+",Free,0.0,Teen,Tools,2024-02-27,4.1 and up
AuraMatch Play,LIFESTYLE,4.4,3881867,26.6,"1,000+",Free,0.0,Teen,Puzzle,2024-05-19,8.0 and up
NoteLife Now,PRODUCTIVITY,3.8,4537881,29.4,"100,000+",Free,0.0,Everyone,Health,2024-06-24,4.1 and up
LedgerDesk,FINANCE,3.9,291474,57.9,"1,000,000+",Paid,2.99,Mature 17+,Tools,2024-04-17,4.1 and up
BookPilot Prime,EDUCATION,4.9,4739410,146.5,"10,000+",Paid,0.0,Teen,Business,2024-07-29,8.0 and up
BlazeSpark Go,GAME,4.6,2673839,350.0,"10,000,000+",Free,0.0,Everyone,Puzzle,2024-03-14,4.1 and up
DailyWorks Play,LIFESTYLE,4.8,118591,32.8,"1,000,000+",Free,0.0,Teen,Business,2024-06-15,6.0 and up
FlowRaid Rush,PRODUCTIVITY,4.5,3852266,30.1,"10,000+",Free,0.0,Teen,Action,2024-12-22,4.1 and up
SkillCube Pro,EDUCATION,2.8,338550,72.7,"1,000+",Free,0.0,Mature 17+,Puzzle,2024-10-30,6.0 and up
PlanDrift Rush,PRODUCTIVITY,2.9,501600,15.6,"1,000+",Free,0.0,Teen,Action,2024-08-20,4.1 and up
MediBase Mix,HEALTH,3.8,1418422,49.7,"1,000,000+",Free,0.0,Teen,Education,2024-11-22,5.0 and up
GlowDesk Hub,LIFESTYLE,3.1,3360502,33.6,"1,000,000+",Free,0.0,Everyone,Business,2024-06-30,8.0 and up
NoteLab Lite,EDUCATION,3.7,1630379,65.2,"100,000+",Free,0.0,Everyone,Education,2024-05-01,5.0 and up
CoreLogic Pro,TOOLS,3.5,872338,12.5,"10,000+",Free,0.0,Mature 17+,Puzzle,2024-11-29,4.1 and up
FixQuest Rush,TOOLS,3.9,4809489,11.7,"1,000,000+",Free,0.0,Teen,Action,2024-07-21,4.1 and up
TutorMaze Mix,EDUCATION,4.4,3110701,21.8,"100,000+",Free,0.0,Teen,Puzzle,2024-01-29,6.0 and up
DeskClass Play,PRODUCTIVITY,4.3,1358107,19.2,"100,000+",Free,0.0,Teen,Education,2024-07-20,4.1 and up
GlowLoop X,LIFESTYLE,3.8,3300364,23.5,"1,000,000+",Free,0.0,Mature 17+,Puzzle,2024-04-02,4.1 and up
SwiftCare Mix,TOOLS,4.6,1294325,13.0,"1,000+",Free,0.0,Teen,Health,2024-11-24,4.1 and up
HomeBeat Hub,LIFESTYLE,3.6,2575518,57.2,"10,000+",Free,0.0,Everyone,Music,2024-12-21,5.0 and up
FileBase Max,TOOLS,4.7,2376229,31.1,"10,000+",Free,0.0,Mature 17+,Education,2024-06-24,6.0 and up
FitMatch Go,HEALTH,2.7,1358321,19.4,"1,000+",Free,0.0,Everyone,Puzzle,2024-11-25,5.0 and up
SyncBlast Now,PRODUCTIVITY,4.9,4510794,42.7,"1,000,000+",Free,0.0,Everyone,Action,2024-07-29,6.0 and up
WellGrid Dark,HEALTH,4.1,1289477,29.2,"10,000+",Free,0.0,Mature 17+,Puzzle,2024-07-02,5.0 and up
TapDrift,TOOLS,3.5,164084,20.5,"1,000,000+",Paid,0.0,Everyone,Action,2024-04-04,4.1 and up
FitSound Pro,HEALTH,3.0,2570476,50.8,"1,000,000+",Paid,1.99,Teen,Music,2024-09-29,5.0 and up
VoltRiddle Max,TOOLS,3.7,3655190,25.9,"100,000+",Free,0.0,Mature 17+,Puzzle,2024-05-16,5.0 and up
NoteDesk,EDUCATION,3.0,4483130,36.7,"1,000+",Free,0.0,Everyone,Tools,2024-08-24,6.0 and up
WellPanel Plus,HEALTH,2.9,790655,74.8,"1,000,000+",Free,0.0,Teen,Tools,2024-12-18,6.0 and up
DealSound,BUSINESS,4.0,3287103,29.2,"10,000,000+",Paid,0.99,Teen,Music,2024-09-21,5.0 and up
WorkGuide Hub,PRODUCTIVITY,3.8,1017491,26.2,"1,000+",Free,0.0,Everyone,Education,2024-05-14,6.0 and up
HeroForce Plus,GAME,4.2,3594814,350.0,"10,000+",Free,0.0,Teen,Action,2024-05-23,6.0 and up
MintMate,FINANCE,4.8,62517,48.7,"100,000+",Free,0.0,Mature 17+,Tools,2024-01-19,6.0 and up
HeartCoach Hub,HEALTH,3.8,1105720,70.8,"10,000+",Free,0.0,Everyone,Health,2024-08-18,8.0 and up
VibeMind Edge,ENTERTAINMENT,4.0,2338387,79.8,"10,000+",Free,0.0,Teen,Education,2024-05-13,6.0 and up
TimeRaid Plus,PRODUCTIVITY,2.7,4387383,33.9,"1,000+",Free,0.0,Teen,Action,2024-04-23,8.0 and up
LeadTrack Lite,BUSINESS,4.3,806574,34.5,"10,000+",Free,0.0,Everyone,Music,2024-05-18,8.0 and up
SalesKit Go,BUSINESS,3.5,3918959,39.3,"1,000,000+",Free,0.0,Everyone,Tools,2024-05-04,6.0 and up
FilePilot Hub,TOOLS,4.9,1609483,13.4,"10,000+",Free,0.0,Everyone,Business,2024-07-22,5.0 and up
GridSpark,TOOLS,4.6,1711962,25.2,"100,000+",Free,0.0,Everyone,Puzzle,2024-03-01,6.0 and up
CoinEcho Elite,FINANCE,3.8,737964,30.9,"100,000+",Paid,1.99,Mature 17+,Music,2024-09-06,4.1 and up
SkillDrift,EDUCATION,2.8,2908066,92.4,"10,000,000+",Free,0.0,Everyone,Action,2024-10-24,5.0 and up
VibeZone Dark,ENTERTAINMENT,4.6,707183,159.4,"100,000+",Free,0.0,Mature 17+,Action,2024-01-13,8.0 and up
QuestZone X,GAME,4.5,4510589,200.6,"10,000+",Free,0.0,Mature 17+,Action,2024-09-11,8.0 and up
PayZone Go,FINANCE,3.0,679457,37.4,"100,000+",Free,0.0,Everyone,Action,2024-03-25,5.0 and up
HomeTile Prime,LIFESTYLE,3.2,1061414,27.9,"1,000+",Paid,4.99,Mature 17+,Puzzle,2024-01-20,5.0 and up
TurboCoach One,GAME,4.5,2980258,143.1,"100,000+",Free,0.0,Everyone,Education,2024-02-19,6.0 and up
HeartCare,HEALTH,3.0,2613997,77.0,"1,000,000+",Paid,0.99,Everyone,Health,2024-06-12,8.0 and up
WorkDrive Edge,PRODUCTIVITY,4.8,2753923,10.6,"1,000+",Free,0.0,Teen,Business,2024-04-01,4.1 and up
BloomLoop,LIFESTYLE,3.6,4995939,33.7,"10,000,000+",Paid,1.99,Everyone,Puzzle,2024-03-28,6.0 and up
NestStrike Mix,LIFESTYLE,2.7,2535242,13.3,"1,000,000+",Free,0.0,Teen,Action,2024-03-09,5.0 and up
PayMind Night,FINANCE,4.5,2378917,22.7,"10,000+",Free,0.0,Mature 17+,Puzzle,2024-02-06,8.0 and up
LearnTrack Plus,EDUCATION,3.4,4532698,93.0,"10,000+",Free,0.0,Teen,Music,2024-09-09,5.0 and up
LedgerCoach Prime,FINANCE,3.8,2829925,63.2,"10,000+",Paid,4.99,Mature 17+,Health,2024-09-08,5.0 and up
HealRush Plus,HEALTH,2.8,2363172,35.1,"1,000,000+",Paid,4.99,Everyone,Action,2024-05-19,5.0 and up
BrainFlow X,EDUCATION,2.5,4881919,30.6,"1,000,000+",Free,0.0,Mature 17+,Business,2024-12-20,6.0 and up
HeartDrift,HEALTH,4.1,915123,12.0,"1,000,000+",Paid,0.99,Mature 17+,Action,2024-06-16,4.1 and up
ClassSteps Lite,EDUCATION,3.8,2692804,31.3,"1,000+",Free,0.0,Everyone,Health,2024-02-23,4.1 and up
WorkPilot,BUSINESS,4.0,2211559,90.5,"1,000+",Free,0.0,Mature 17+,Business,2024-06-26,8.0 and up
DailyBalance Hub,LIFESTYLE,4.5,2345714,29.0,"10,000+",Free,0.0,Everyone,Health,2024-10-23,5.0 and up
SparkDrive Rush,ENTERTAINMENT,4.1,4581035,58.6,"100,000+",Free,0.0,Teen,Business,2024-10-27,4.1 and up
TimeGuide Go,PRODUCTIVITY,2.9,423342,34.7,"10,000+",Free,0.0,Everyone,Education,2024-12-24,5.0 and up
FitBox Go,HEALTH,3.4,292585,26.2,"10,000,000+",Free,0.0,Everyone,Tools,2024-04-15,8.0 and up
PixelGuide Pro,GAME,4.8,1459710,108.6,"1,000+",Free,0.0,Mature 17+,Education,2024-05-16,5.0 and up
BrainMatch,EDUCATION,4.4,29346,59.5,"1,000,000+",Free,0.0,Teen,Puzzle,2024-07-08,4.1 and up
DeskGrid,PRODUCTIVITY,3.9,3201088,23.3,"1,000+",Free,0.0,Everyone,Puzzle,2024-05-07,5.0 and up
TurboPilot Mix,GAME,3.1,1642435,275.3,"1,000,000+",Free,0.0,Teen,Business,2024-12-07,4.1 and up
FlowQuest Rush,PRODUCTIVITY,3.3,2607632,50.5,"10,000,000+",Free,0.0,Teen,Action,2024-02-16,8.0 and up
FunPanel Night,ENTERTAINMENT,4.3,1886973,145.4,"10,000,000+",Free,0.0,Mature 17+,Tools,2024-01-05,5.0 and up
BlazeChord One,GAME,4.6,2772615,79.9,"1,000+",Free,0.0,Everyone,Music,2024-09-13,4.1 and up
BudgetJam Pro,FINANCE,4.2,1447957,77.0,"1,000,000+",Free,0.0,Mature 17+,Music,2024-10-26,8.0 and up
FixForce Go,TOOLS,4.5,4176436,49.3,"10,000,000+",Free,0.0,Everyone,Action,2024-05-29,5.0 and up
LoanDash Play,FINANCE,4.4,3856766,28.0,"10,000+",Free,0.0,Teen,Action,2024-10-20,8.0 and up
QuickGuide,TOOLS,2.9,1498349,12.3,"10,000+",Free,0.0,Everyone,Education,2024-08-30,4.1 and up
TaxMix Now,FINANCE,3.6,676306,84.8,"1,000,000+",Free,0.0,Everyone,Music,2024-10-01,5.0 and up
TaskPilot Edge,TOOLS,2.9,379049,14.2,"1,000+",Free,0.0,Teen,Business,2024-07-26,5.0 and up
TapCare,TOOLS,3.1,528724,44.0,"10,000,000+",Free,0.0,Teen,Health,2024-04-24,5.0 and up
BloomLogic Hub,LIFESTYLE,4.7,2911200,19.1,"1,000+",Free,0.0,Everyone,Puzzle,2024-07-13,8.0 and up
BrainPlus Pro,EDUCATION,3.7,4635362,118.9,"10,000+",Paid,2.99,Mature 17+,Health,2024-12-08,8.0 and up
NoteCoach Elite,EDUCATION,3.8,552449,76.9,"10,000,000+",Paid,4.99,Everyone,Education,2024-06-18,4.1 and up
DailyChord Plus,LIFESTYLE,2.9,4142545,24.3,"1,000+",Free,0.0,Teen,Music,2024-03-22,6.0 and up
TaskLink Max,PRODUCTIVITY,3.3,273462,62.0,"100,000+",Free,0.0,Mature 17+,Tools,2024-06-02,5.0 and up
WorkBlast Play,BUSINESS,3.1,778893,34.0,"1,000,000+",Free,0.0,Teen,Action,2024-05-20,5.0 and up
WorkDesk,PRODUCTIVITY,3.0,4371057,22.9,"1,000,000+",Free,0.0,Teen,Tools,2024-11-09,4.1 and up
NovaSync Prime,GAME,4.1,4943782,141.1,"100,000+",Paid,4.99,Mature 17+,Tools,2024-05-25,5.0 and up
HeroTrack Plus,GAME,3.1,2189931,208.8,"10,000+",Free,0.0,Teen,Music,2024-11-18,8.0 and up
FileTrack Go,TOOLS,4.1,3198166,15.1,"10,000,000+",Free,0.0,Teen,Business,2024-05-01,8.0 and up
CashBook Play,FINANCE,2.6,4822149,64.0,"1,000,000+",Free,0.0,Teen,Education,2024-09-08,5.0 and up
WalletQuest Pro,FINANCE,2.9,4954592,38.2,"100,000+",Paid,4.99,Teen,Action,2024-12-08,5.0 and up
BookPlus Plus,EDUCATION,3.2,762381,102.8,"100,000+",Free,0.0,Teen,Health,2024-11-06,8.0 and up
CareFlow Mix,HEALTH,4.0,3257955,12.3,"10,000+",Free,0.0,Teen,Business,2024-03-29,5.0 and up
NotePlus Edge,PRODUCTIVITY,4.2,3768960,23.2,"10,000+",Free,0.0,Teen,Health,2024-02-27,8.0 and up
ShowMatch Plus,ENTERTAINMENT,3.6,142990,26.5,"1,000+",Free,0.0,Teen,Puzzle,2024-03-03,6.0 and up
TaxClass Rush,FINANCE,3.6,4696681,35.6,"1,000,000+",Free,0.0,Teen,Education,2024-12-12,6.0 and up
VibeDesk Hub,ENTERTAINMENT,4.3,2434013,72.9,"1,000+",Free,0.0,Everyone,Business,2024-11-03,5.0 and up
GridBoard Prime,TOOLS,2.5,257364,21.0,"100,000+",Paid,4.99,Everyone,Business,2024-10-06,5.0 and up
VibeGuard Plus,ENTERTAINMENT,3.4,3206953,97.3,"10,000,000+",Paid,1.99,Teen,Health,2024-03-12,5.0 and up
StyleDash,LIFESTYLE,4.5,1917170,38.4,"10,000,000+",Paid,2.99,Everyone,Action,2024-01-09,8.0 and up
StreamCube X,ENTERTAINMENT,4.0,3315268,86.3,"10,000+",Free,0.0,Mature 17+,Puzzle,2024-04-03,6.0 and up
TradePulse Now,BUSINESS,3.3,4371555,30.2,"10,000,000+",Free,0.0,Everyone,Health,2024-12-04,6.0 and up
FixDrive Play,TOOLS,4.8,2235893,33.3,"10,000,000+",Free,0.0,Teen,Business,2024-12-01,4.1 and up
FlowBase,PRODUCTIVITY,4.4,2550992,50.5,"10,000,000+",Free,0.0,Teen,Education,2024-05-31,4.1 and up
BloomFlow Now,LIFESTYLE,3.2,764275,32.3,"100,000+",Free,0.0,Everyone,Business,2024-12-21,5.0 and up
FundTrack Plus,FINANCE,4.1,308627,74.3,"10,000,000+",Free,0.0,Teen,Music,2024-02-09,8.0 and up
TurboBase Prime,GAME,4.0,2980356,240.9,"10,000,000+",Free,0.0,Mature 17+,Education,2024-12-24,5.0 and up
TimeLab Pro,PRODUCTIVITY,3.5,744758,100.0,"10,000,000+",Free,0.0,Mature 17+,Education,2024-03-02,6.0 and up
NovaTrack,GAME,3.4,3636572,118.1,"1,000+",Free,0.0,Teen,Business,2024-09-10,5.0 and up
CoreDrift Dark,TOOLS,3.4,2054420,17.7,"100,000+",Free,0.0,Mature 17+,Action,2024-03-09,5.0 and up
NestBook X,LIFESTYLE,4.0,2477758,18.9,"10,000+",Free,0.0,Mature 17+,Education,2024-09-01,6.0 and up
NoteEcho Hub,EDUCATION,3.6,734285,26.3,"1,000+",Free,0.0,Everyone,Music,2024-12-30,6.0 and up
FundSteps,FINANCE,4.6,1297829,29.9,"1,000,000+",Free,0.0,Mature 17+,Health,2024-06-18,6.0 and up
MarketRush Go,BUSINESS,4.2,1034196,25.6,"100,000+",Free,0.0,Everyone,Action,2024-06-26,6.0 and up
EduForce Mix,EDUCATION,2.7,598516,49.4,"100,000+",Free,0.0,Teen,Action,2024-07-07,4.1 and up
TapBlast Lite,TOOLS,4.1,556728,29.7,"1,000,000+",Free,0.0,Everyone,Action,2024-09-16,8.0 and up
BoostLab Plus,PRODUCTIVITY,3.2,1596863,40.2,"1,000,000+",Free,0.0,Teen,Education,2024-03-12,8.0 and up
TradeQuest Plus,BUSINESS,4.0,352424,29.9,"1,000,000+",Free,0.0,Teen,Action,2024-01-17,6.0 and up
TuneWorks Rush,ENTERTAINMENT,4.2,2963954,127.4,"10,000+",Free,0.0,Teen,Business,2024-12-06,8.0 and up
LeadDash Plus,BUSINESS,3.1,2347703,68.7,"10,000,000+",Free,0.0,Teen,Action,2024-02-26,8.0 and up
FileWave,TOOLS,3.6,2763555,21.7,"100,000+",Free,0.0,Teen,Music,2024-08-05,8.0 and up
CalmCube,HEALTH,3.0,3516154,40.0,"10,000,000+",Free,0.0,Everyone,Puzzle,2024-04-16,8.0 and up
StreamEcho Plus,ENTERTAINMENT,2.6,3948411,142.1,"10,000,000+",Free,0.0,Teen,Music,2024-10-30,6.0 and up
QuestPath Dark,GAME,3.4,124942,202.5,"1,000,000+",Free,0.0,Mature 17+,Education,2024-06-21,5.0 and up
PayForce Pro,FINANCE,3.4,268093,20.7,"10,000+",Free,0.0,Mature 17+,Action,2024-08-06,5.0 and up
HeroDash Plus,GAME,5.0,1751508,134.0,"1,000+",Paid,4.99,Teen,Action,2024-09-03,5.0 and up
TeamDesk Pro,BUSINESS,3.6,3877819,34.4,"10,000+",Free,0.0,Mature 17+,Business,2024-08-05,4.1 and up
MythLife Now,GAME,3.3,4876719,132.4,"10,000,000+",Free,0.0,Everyone,Health,2024-01-31,8.0 and up
GridQuest Lite,TOOLS,4.0,1558436,21.6,"10,000+",Free,0.0,Everyone,Action,2024-02-16,6.0 and up
SyncLink Rush,PRODUCTIVITY,2.7,3230441,20.1,"1,000,000+",Free,0.0,Teen,Tools,2024-05-13,6.0 and up
TaxTrack Plus,FINANCE,4.9,2592326,54.2,"1,000+",Free,0.0,Teen,Music,2024-04-17,4.1 and up
ArcMind Rush,GAME,4.1,289230,350.0,"1,000,000+",Free,0.0,Teen,Education,2024-03-12,6.0 and up
HeroLogic Night,GAME,4.4,3976775,109.4,"1,000+",Free,0.0,Mature 17+,Puzzle,2024-11-22,5.0 and up
WorkBlast Go,BUSINESS,2.9,1395295,51.6,"10,000,000+",Free,0.0,Mature 17+,Action,2024-04-17,4.1 and up
TaskMaze,PRODUCTIVITY,3.5,4676039,9.1,"1,000+",Free,0.0,Everyone,Puzzle,2024-11-04,6.0 and up
TutorArena Max,EDUCATION,3.6,2922715,23.3,"1,000+",Free,0.0,Mature 17+,Action,2024-09-28,4.1 and up
NovaPath Lite,GAME,4.6,2664759,98.5,"1,000+",Free,0.0,Everyone,Education,2024-06-19,4.1 and up
VoltPulse X,TOOLS,2.5,3999463,12.6,"10,000+",Free,0.0,Mature 17+,Health,2024-04-25,6.0 and up
VitaChord Go,HEALTH,3.3,1406988,47.3,"10,000+",Free,0.0,Everyone,Music,2024-11-24,5.0 and up
WalletBook Now,FINANCE,5.0,2921999,110.0,"10,000,000+",Paid,2.99,Teen,Education,2024-03-14,6.0 and up
HeroSpark Dark,GAME,3.7,984166,69.7,"1,000+",Free,0.0,Mature 17+,Puzzle,2024-09-12,8.0 and up
SwiftBlast One,TOOLS,3.5,3713553,16.2,"100,000+",Free,0.0,Everyone,Action,2024-03-21,8.0 and up
ToolMind Prime,TOOLS,2.8,863669,29.9,"10,000,000+",Free,0.0,Mature 17+,Puzzle,2024-09-24,6.0 and up
TaxJam Edge,FINANCE,4.9,4943092,64.0,"1,000+",Free,0.0,Teen,Music,2024-05-07,5.0 and up
BookScan Elite,EDUCATION,2.6,2237045,28.2,"1,000+",Paid,4.99,Everyone,Tools,2024-11-21,8.0 and up
FixQuest X,TOOLS,4.3,1203930,22.0,"10,000+",Free,0.0,Mature 17+,Education,2024-08-22,8.0 and up
WellMaze Max,HEALTH,4.4,3108601,120.0,"10,000,000+",Paid,4.99,Mature 17+,Puzzle,2024-02-10,6.0 and up
GridRiddle Play,TOOLS,3.1,3610964,8.4,"1,000+",Free,0.0,Teen,Puzzle,2024-06-29,6.0 and up
SwiftTrack Mix,TOOLS,4.2,747862,10.1,"1,000+",Free,0.0,Teen,Music,2024-06-05,6.0 and up
TapBox Hub,TOOLS,2.7,1156628,20.6,"10,000,000+",Free,0.0,Everyone,Tools,2024-02-28,4.1 and up
StudyRaid Plus,EDUCATION,3.1,3911157,43.5,"100,000+",Paid,1.99,Mature 17+,Action,2024-12-10,4.1 and up
NovaScan Pro,GAME,4.5,1107820,308.8,"10,000,000+",Free,0.0,Mature 17+,Tools,2024-09-05,4.1 and up
GridMind,TOOLS,4.7,812293,29.4,"10,000,000+",Free,0.0,Teen,Puzzle,2024-07-10,6.0 and up
FlowSound Edge,PRODUCTIVITY,4.0,2914873,14.5,"100,000+",Free,0.0,Teen,Music,2024-01-24,5.0 and up
PixelArena One,GAME,3.8,1821377,315.9,"10,000,000+",Free,0.0,Everyone,Action,2024-03-20,8.0 and up
SmartHub Prime,EDUCATION,2.9,3372873,32.3,"1,000+",Paid,1.99,Mature 17+,Tools,2024-05-13,4.1 and up
NestPanel,LIFESTYLE,2.7,2899043,59.1,"10,000,000+",Free,0.0,Mature 17+,Tools,2024-07-31,5.0 and up
NovaSync Hub,GAME,2.8,4532679,121.3,"100,000+",Free,0.0,Everyone,Tools,2024-12-13,6.0 and up
MythCare Lite,GAME,3.1,1578325,121.5,"1,000,000+",Free,0.0,Everyone,Health,2024-06-14,4.1 and up
FunRaid,ENTERTAINMENT,3.4,1349600,140.2,"10,000,000+",Free,0.0,Teen,Action,2024-12-13,6.0 and up
TradeScan Prime,BUSINESS,3.5,3504448,49.5,"10,000+",Paid,0.99,Teen,Tools,2024-12-02,5.0 and up
FunPulse One,ENTERTAINMENT,3.4,4580207,73.2,"1,000+",Free,0.0,Everyone,Health,2024-03-11,4.1 and up
HealClass,HEALTH,3.1,3045539,13.3,"1,000+",Free,0.0,Everyone,Education,2024-08-01,4.1 and up
WorkTune,BUSINESS,3.8,2225551,43.0,"10,000+",Paid,1.99,Mature 17+,Music,2024-03-05,4.1 and up
WalletGuard Now,FINANCE,4.6,2811149,23.8,"10,000+",Free,0.0,Everyone,Tools,2024-08-08,4.1 and up
LoanQuest Max,FINANCE,3.2,1469803,61.6,"10,000,000+",Free,0.0,Everyone,Action,2024-11-03,5.0 and up
ClassGuard Pro,EDUCATION,4.9,4490522,24.3,"10,000+",Free,0.0,Mature 17+,Health,2024-10-12,4.1 and up
WorkCoach Lite,BUSINESS,4.7,4944500,54.4,"1,000,000+",Free,0.0,Everyone,Health,2024-07-03,8.0 and up
NovaBook Play,GAME,2.9,2897716,116.7,"100,000+",Free,0.0,Teen,Education,2024-07-25,8.0 and up
LoanFlow,FINANCE,4.5,3201483,26.1,"10,000+",Paid,2.99,Teen,Business,2024-04-08,6.0 and up
TaskBeat,TOOLS,3.9,1098667,24.1,"10,000+",Free,0.0,Mature 17+,Music,2024-08-29,4.1 and up
WorkStack Go,PRODUCTIVITY,3.9,926225,44.9,"1,000,000+",Free,0.0,Everyone,Business,2024-06-06,8.0 and up
RuneStrike Plus,GAME,3.5,3033459,107.4,"1,000+",Paid,4.99,Teen,Action,2024-04-07,8.0 and up
FitChord Play,HEALTH,3.8,1450001,61.9,"1,000+",Free,0.0,Teen,Music,2024-02-11,8.0 and up
CoreMind One,TOOLS,3.5,2511920,22.2,"10,000,000+",Free,0.0,Teen,Education,2024-05-18,5.0 and up
TapDash Edge,TOOLS,3.8,424538,22.2,"1,000,000+",Free,0.0,Teen,Action,2024-10-09,4.1 and up
WorkChord Pro,BUSINESS,4.1,2535620,43.8,"100,000+",Paid,0.99,Everyone,Music,2024-08-14,5.0 and up
EduJam Hub,EDUCATION,4.2,2715233,39.7,"100,000+",Free,0.0,Everyone,Music,2024-03-12,5.0 and up
ZenTrack Go,HEALTH,3.8,612191,58.0,"1,000,000+",Free,0.0,Everyone,Business,2024-08-30,8.0 and up
MintDash,FINANCE,4.3,3645535,37.2,"100,000+",Free,0.0,Everyone,Action,2024-01-18,8.0 and up
LeadBase Mix,BUSINESS,2.9,1650834,23.9,"1,000+",Free,0.0,Teen,Education,2024-03-17,6.0 and up
TaxQuest Dark,FINANCE,3.0,139237,70.6,"100,000+",Free,0.0,Mature 17+,Education,2024-02-14,4.1 and up
DealQuest,BUSINESS,4.5,1773065,21.2,"100,000+",Free,0.0,Mature 17+,Action,2024-12-08,4.1 and up
TradeRaid Mix,BUSINESS,3.3,692147,15.1,"1,000,000+",Free,0.0,Teen,Action,2024-05-19,8.0 and up
ClientGuard Play,BUSINESS,2.6,281864,90.4,"1,000,000+",Free,0.0,Teen,Health,2024-06-25,8.0 and up
LearnLoop Plus,EDUCATION,2.9,4874206,160.0,"100,000+",Paid,0.0,Mature 17+,Puzzle,2024-08-09,4.1 and up
SalesTrack Pro,BUSINESS,3.1,660337,28.7,"10,000+",Free,0.0,Mature 17+,Business,2024-04-01,6.0 and up
VivaStrike Rush,LIFESTYLE,4.9,1657163,15.4,"1,000,000+",Free,0.0,Teen,Action,2024-01-22,8.0 and up
FocusDrift Mix,PRODUCTIVITY,3.9,4345408,37.8,"10,000,000+",Free,0.0,Teen,Action,2024-06-20,6.0 and up
BudgetMaze Go,FINANCE,4.8,1485265,48.1,"10,000,000+",Free,0.0,Everyone,Puzzle,2024-04-01,5.0 and up
HeroLogic,GAME,3.9,4156014,124.8,"1,000+",Free,0.0,Everyone,Puzzle,2024-07-10,8.0 and up
TuneTune Max,ENTERTAINMENT,3.7,1806694,44.9,"100,000+",Free,0.0,Mature 17+,Music,2024-03-17,5.0 and up
CalmDesk Play,HEALTH,3.3,1809868,48.6,"10,000+",Free,0.0,Teen,Tools,2024-10-07,8.0 and up
NoteClass Max,EDUCATION,4.0,479093,53.2,"1,000+",Free,0.0,Mature 17+,Education,2024-12-29,5.0 and up
QuestTrack,GAME,2.8,1394326,76.1,"100,000+",Free,0.0,Everyone,Business,2024-06-27,8.0 and up
FixEcho Hub,TOOLS,4.7,1901750,32.2,"1,000,000+",Free,0.0,Everyone,Music,2024-08-25,6.0 and up
HomeDash Pro,LIFESTYLE,4.6,4262637,87.7,"10,000,000+",Free,0.0,Mature 17+,Action,2024-05-14,6.0 and up
PlaySpark Hub,ENTERTAINMENT,3.3,4584956,84.1,"10,000+",Free,0.0,Everyone,Puzzle,2024-12-30,6.0 and up
RuneLife Edge,GAME,4.9,2295946,175.2,"10,000,000+",Free,0.0,Teen,Health,2024-10-06,5.0 and up
HeroGuide Dark,GAME,4.6,4301410,175.4,"1,000,000+",Free,0.0,Mature 17+,Education,2024-01-19,6.0 and up
StyleWave Mix,LIFESTYLE,4.2,4641104,35.3,"100,000+",Free,0.0,Teen,Music,2024-03-23,5.0 and up
SparkCoach Plus,ENTERTAINMENT,2.8,2707194,41.5,"1,000,000+",Free,0.0,Teen,Health,2024-08-15,8.0 and up
ToolMind Go,TOOLS,3.7,2912076,25.2,"1,000,000+",Free,0.0,Everyone,Education,2024-09-21,5.0 and up
